bookID,title,author,average_rating,isbn,isbn13,language_code,num_pages,audio_hrs,ratings_count,text_reviews_count,publication_date,publisher,series
15498,Var the Stick (Battle Circle  #2),Piers Anthony,3.76,552097365,9780552097369,eng,172,0.0,762,13,1975-03-21,Corgi,True
15501,Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,034545328X,9780345453280,eng,784,0.0,4867,19,2002-10-29,Del Rey,True
15502,Killobyte,Piers Anthony,3.56,441444253,9780441444250,eng,312,0.0,1549,47,1994-01-01,ACE,False
15509,Fractal Mode (Mode  #2),Piers Anthony,3.64,441251269,9780441251261,eng,344,0.0,3456,30,1992-12-01,Ace,True
15518,Anthonology,Piers Anthony,3.66,812531140,9780812531145,eng,384,0.0,710,18,1986-04-15,Tor Books,False
15521,I Maccabees,Jonathan  A. Goldstein,3.96,385085338,9780385085335,eng,592,0.0,8,0,1976-06-16,Anchor Bible,False
15529,II Maccabees,Anonymous,4.04,385048645,9780385048644,eng,595,0.0,24,2,1983-10-11,Anchor Bible,False
15534,Question Quest (Xanth #14),Piers Anthony,3.71,380759489,9780380759484,eng,368,0.0,6894,73,1991-10-01,Avon,True
15535,Rings of Ice,Piers Anthony,3.34,380000369,9780380000364,eng,191,0.0,403,23,1987-11-01,Avon Books,False
15544,Shame of Man (Geodyssey  #2),Piers Anthony,3.84,312858116,9780312858117,eng,380,0.0,18,0,1994-10-01,Tor Books,True
15546,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),Terry Brooks,3.89,345317572,9780345317575,eng,324,0.0,320,24,1986-03-12,Del Rey Books,True
15549,Armageddon's Children (Genesis of Shannara  #1),Terry Brooks,4.1,345484088,9780345484086,eng,371,0.0,12609,524,2006-09-30,Ballantine Books,True
15550,Straken (High Druid of Shannara  #3),Terry Brooks,4.04,345451139,9780345451132,eng,384,0.0,10276,126,2006-08-15,Del Rey,True
15552,Tanequil (High Druid of Shannara  #2),Terry Brooks,3.98,034543577X,9780345435774,eng,357,0.0,10750,106,2005-08-30,Del Rey Books,True
15553,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,4.27,345492862,9780345492869,eng,1248,0.0,3088,39,2006-11-14,Del Rey,True
15555,The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.29,345465547,9780345465542,eng,1238,0.0,3613,42,2003-08-26,Del Rey Books,True
15557,Jarka Ruus (High Druid of Shannara  #1),Terry Brooks,3.97,345483898,9780345483898,eng,416,0.0,12122,138,2005-07-26,Del Rey,True
15562,Ilse Witch (Voyage of the Jerle Shannara #1),Terry Brooks,3.96,743209516,9780743209519,eng,464,0.0,144,9,2000-10-02,Earthlight,True
15563,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,345396537,9780345396532,eng,435,0.0,864,55,1997-01-29,Del Rey,True
15566,The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,9781857238273,eng,416,0.0,26676,188,1998-03-04,Orbit,True
15577,The Druids' Keep (The Sword of Shannara  #2),Terry Brooks,4.16,345461452,9780345461452,eng,240,0.0,3732,8,2003-06-03,Del Rey,True
15578,The Elfstones of Shannara (The Original Shannara Trilogy #2),Terry Brooks,3.97,345285549,9780345285546,eng,564,0.0,1691,152,2000-10-10,Del Rey Books,True
15580,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,345461460,9780345461469,eng,240,0.0,6139,22,2009-08-05,Del Rey,True
15581,Ferdydurke,Witold Gombrowicz,3.86,300082401,9780300082401,eng,320,0.0,8193,198,2000-08-11,Yale University Press,False
15582,Cosmos and Pornografia: Two Novels,Witold Gombrowicz,4.12,802151590,9780802151599,eng,362,0.0,241,25,1994-03-23,Grove Press,False
15584,Cosmos,Witold Gombrowicz,4.03,300108486,9780300108484,eng,208,0.0,1896,129,2005-10-10,Yale University Press,False
15587,Bacacay,Witold Gombrowicz,3.94,097639507X,9780976395072,eng,275,0.0,491,28,2006-05-01,Archipelago Books,False
15592,McSweeney's #12,Dave Eggers,3.87,1932416064,9781932416060,eng,273,0.0,188,7,2003-12-01,McSweeney's,True
15594,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,Laurel Thatcher Ulrich,4.01,679733760,9780679733768,eng,444,0.0,5149,633,1991-12-22,Vintage Books,False
15595,The Midwife's Apprentice,Karen Cushman,3.72,006440630X,9780064406307,eng,128,0.0,36039,1585,1996-08-16,HarperTrophy,False
15598,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis,4.37,1587612216,9781587612213,eng,312,0.0,875,43,2004-11-01,Celestial Arts,False
15599,A Midwife's Story,Sheryl Feldman,4.07,1905177046,9781905177042,eng,194,0.0,1473,136,2007-04-01,Pinter & Martin Ltd,False
15600,The Midwife's Tale,Gretchen Moran Laskas,3.83,385335547,9780385335546,eng,256,0.0,705,99,2004-03-02,Delta,False
15603,Varney's Pocket Midwife,Jan M. Kriebs,4.06,763726710,9780763726713,eng,616,0.0,4,0,2005-01-01,Jones & Bartlett Publishers,False
15606,McSweeney's #24,Dave Eggers,3.8,1932416773,9781932416770,eng,300,0.0,277,31,2007-05-28,McSweeney's,True
15610,Billy Budd  Sailor and Other Uncompleted Writings,Herman Melville,3.11,810111136,9780810111134,eng,1016,0.0,9,1,2007-12-15,Northwestern University Press,False
15611,Billy Budd  Sailor,Herman Melville,3.12,226321320,9780226321325,eng,230,0.0,228,26,2001-09-01,University of Chicago Press,False
15613,Billy Budd  Sailor,Herman Melville,3.12,1416523723,9781416523727,eng,160,0.0,12599,687,2006-08-01,Simon  Schuster,False
15617,The Outsider,Richard Wright,4.16,60539259,9780060539252,eng,672,0.0,1779,76,2003-07-29,Harpperen,False
15622,Native Son,Richard Wright,3.99,006083756X,9780060837563,eng,504,0.0,75139,2987,2005-08-02,Harper Perennial Modern Classics,False
15624,Later Works: Black Boy (American Hunger) / The Outsider,Richard Wright,4.34,940450674,9780940450677,eng,887,0.0,53,7,1991-10-01,Library of America,False
15638,Cyrano de Bergerac,Edmond Rostand,4.06,451528921,9780451528926,eng,240,0.0,62116,1119,2003-08-05,Signet Classics,False
15640,Cyrano de Bergerac,Edmond Rostand,4.06,1854591177,9781854591173,eng,192,0.0,59,11,2003-09-01,Nick Hern Books,False
15650,Batman: Inferno,Alexander C. Irvine,3.63,345479459,9780345479457,eng,339,0.0,348,24,2006-10-31,Del Rey,False
15651,Inferno (La Divina Commedia #1),Dante Alighieri,4.0,195087445,9780195087444,eng,672,0.0,468,50,1997-03-06,Oxford University Press  USA,True
15652,Dante's Inferno,Dante Alighieri,4.0,253209307,9780253209306,eng,432,0.0,43,6,1995-06-22,Indiana University Press,False
15654,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,451203267,9780451203267,eng,548,0.0,54029,2779,2001-06-01,Signet,False
15655,The Kindness of Strangers,Katrina Kittle,4.02,60564784,9780060564780,eng,400,0.0,11669,1418,2007-01-02,William Morrow Paperbacks,False
15667,Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.1,375724958,9780375724954,eng,288,0.0,1584,110,2000-11-14,Vintage,False
15669,Strangers In Paradise  Pocket Book 5,Terry Moore,4.38,1892597381,9781892597380,eng,392,0.0,999,24,2005-12-14,Abstract Studio,False
15672,The Strangers in the House,Georges Simenon,3.75,1590171942,9781590171943,eng,194,0.0,655,66,2006-10-24,NYRB Classics,False
15673,Wayside School Gets A Little Stranger (Wayside School  #3),Louis Sachar,4.19,747569118,9780747569114,eng,176,0.0,17980,416,2004-04-01,Bloomsbury U.S.A. Children's Books,True
15676,Strangers,Dean Koontz,4.0,425181111,9780425181119,eng,704,0.0,38693,590,2002-10-01,Berkley,False
15677,Strangers on a Train,Patricia Highsmith,3.78,393321983,9780393321982,eng,256,0.0,13041,1208,2001-08-28,W. W. Norton & Company,False
15678,Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt,3.89,068980444X,9780689804441,eng,256,0.0,1742,79,1995-11-01,Simon Pulse,True
15680,Exile and the Kingdom,Albert Camus,3.89,307278581,9780307278586,eng,166,0.0,680,56,2007-02-13,Vintage,False
15682,A Happy Death,Albert Camus,3.82,141186585,9780141186580,eng,144,0.0,6975,257,2002-02-28,Penguin Classics,False
15683,Lyrical and Critical Essays,Albert Camus,4.27,394708520,9780394708522,eng,365,0.0,817,52,1970-09-12,Vintage,False
15690,Outsider,Albert Camus,3.98,081912141X,9780819121417,eng,110,0.0,21,2,1983-01-01,University Press of America,False
15692,The Possessed,Albert Camus,3.83,039470245X,9780394702452,eng,190,0.0,325,22,2064-03-12,Vintage,False
15701,Introducing Camus,David Zane Mairowitz,3.8,1840460644,9781840460643,eng,176,0.0,163,12,1998-01-03,Totem Books,False
15704,Notebooks  1935-1951,Albert Camus,4.28,1569246661,9781569246665,eng,496,0.0,553,12,1998-09-01,Marlowe & Company,False
15705,Existential Meditation,Simon Cleveland,4.91,1411665309,9781411665309,eng,100,0.0,11,3,2005-12-22,Lulu.com,False
15708,The Plague,Albert Camus,3.98,141185139,9780141185132,eng,238,0.0,975,80,2002-12-05,Penguin,False
15719,Marvel 1602,Neil Gaiman,3.94,785123113,9780785123118,eng,248,0.0,48894,1354,2006-08-02,Marvel,False
15725,Galapagos: A Natural History,Michael H. Jackson,3.88,1895176409,9781895176407,eng,336,0.0,98,10,1994-06-30,University of Calgary Press,False
15731,Ecuador & the Galapagos Islands,Danny Palmerlee,3.89,174104295X,9781741042955,eng,440,0.0,66,8,2006-08-01,Lonely Planet,False
15735,Breakfast of Champions,Robert Egan,4.0,573605734,9780573605734,eng,106,0.0,17,0,2017-04-07,Samuel French  Inc.,False
15740,Seabiscuit: The Saga of a Great Champion,B.K. Beckwith,4.47,1594160007,9781594160004,eng,64,0.0,22,0,2004-08-01,Westholme Publishing,False
15746,One Door Away from Heaven,Dean Koontz,3.97,553582755,9780553582758,eng,681,0.0,17959,555,2002-10-29,Bantam,False
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,970998716,9780970998712,eng,700,0.0,602,10,2001-10-25,Bright Sky Press,False
15764,The Amateur Marriage,Anne Tyler,3.62,345472454,9780345472458,eng,342,0.0,12986,1112,2006-01-31,Ballantine Books,False
15773,Angel Christmas,Carole Nelson Douglas,3.49,451406281,9780451406286,eng,384,0.0,72,5,1995-11-01,Topaz,False
15779,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar,4.15,747571775,9780747571773,eng,144,0.0,81090,1835,2004-01-19,Bloomsbury Childrens Books,True
15781,Sideways,Rex Pickett,3.69,312342519,9780312342517,eng,368,0.0,4494,522,2004-10-01,St. Martin's Griffin,False
15782,Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar,3.88,747569126,9780747569121,eng,96,0.0,3708,74,2004-05-01,Bloomsbury U.S.A. Children's Books,True
15783,The Sideways Guide to Wine and Life,Alexander Payne,4.38,1557046867,9781557046864,eng,64,0.0,8,0,2005-05-25,Newmarket Press,False
15785,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,747569134,9780747569138,eng,112,0.0,856,28,1994-09-01,Bloomsbury U.S.A. Children's Books,True
15786,Sideways: The Shooting Script,Alexander Payne,4.21,1557046557,9781557046550,eng,192,0.0,101,3,2004-12-08,Newmarket Press,False
15788,White Man's Grave,Richard Dooling,3.94,031213214X,9780312132149,eng,400,0.0,367,48,1995-03-15,Picador USA,False
15796,Charms for the Easy Life,Kaye Gibbons,4.02,60760257,9780060760250,eng,272,0.0,11168,744,2005-07-01,Harper Perennial,False
15806,The Lovely Bones,Alice Sebold,3.81,316168815,9780316168816,eng,328,0.0,5945,735,2004-04-20,Back Bay Books,False
15812,Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci,3.97,140500522X,9781405005227,eng,437,0.0,15,2,2005-01-21,MacMillan,True
15817,House of Sand and Fog,Andre Dubus III,3.85,788759892,9780788759895,eng,15,0.0,108,19,1999-01-01,Recorded Books,False
15819,While I Was Gone,Sue Miller,3.69,345420748,9780345420749,eng,352,0.0,239,28,2002-11-26,Ballantine Books,False
15820,My War Gone by  I Miss It So,Anthony Loyd,4.29,552771333,9780552771337,eng,336,0.0,20,2,2000-11-07,Bantam Press,False
15824,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer,4.28,074324382X,9780743243827,eng,432,0.0,894,99,2004-02-23,Simon  Schuster,False
15826,Bird Songs: Of North America,Les Beletsky,4.48,1932855416,9781932855418,eng,368,0.0,273,30,2006-09-28,Chronicle Books,False
15827,National Geographic Field Guide to the Birds of North America,National Geographic Society,4.38,792253140,9780792253143,eng,503,0.0,745,27,2006-11-23,National Geographic Society,False
15836,Fugitive Pieces,Anne Michaels,3.93,679776591,9780679776598,eng,304,0.0,12209,947,1998-05-26,Vintage,False
15846,Theories of Relativity,Barbara Haworth-Attard,3.91,805077901,9780805077902,eng,240,0.0,760,75,2005-09-01,Henry Holt and Co. (BYR),False
15852,Relativity: The Special and the General Theory,Albert Einstein,4.18,143039822,9780143039822,eng,130,0.0,14068,344,2006-07-25,Penguin Classics,False
15855,Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein,4.18,131862618,9780131862616,eng,288,0.0,24,2,2005-04-01,Pi Press,False
15858,Mirror Mirror,Gregory Maguire,3.28,60988657,9780060988654,eng,280,0.0,28014,1512,2004-10-01,Regan Books,False
15859,Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,425163407,9780425163405,eng,367,0.0,725,33,1998-07-01,Berkley,True
15867,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen,4.23,1569755833,9781569755839,eng,216,0.0,9023,112,2006-10-19,Ulysses Press,False
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters,4.05,972393617,9780972393614,eng,412,0.0,2774,37,2003-01-01,Wizarding World Press,False
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,439064864,9780439064866,eng,341,0.0,2293963,34692,1999-06-02,Arthur A. Levine Books / Scholastic Inc.,True
15888,An Instance of the Fingerpost,Iain Pears,3.94,1573227951,9781573227957,eng,691,0.0,19134,1081,2000-04-01,Riverhead Books,False
15890,An Instance of the Fingerpost,Iain Pears,3.94,1573220825,9781573220828,eng,691,0.0,214,24,1998-03-16,Riverhead Books,False
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,613647904,9780613647908,eng,256,0.0,29,9,2002-09-03,Turtleback,True
15901,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,3.62,375422994,9780375422997,eng,261,0.0,9901,747,2005-09-20,Pantheon Books,True
15902,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,375423001,9780375423000,eng,276,0.0,7776,560,2006-09-19,Pantheon Books,True
15904,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,9781400077090,eng,272,0.0,16314,1764,2005-07-12,Anchor,True
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,9781400095087,eng,128,0.0,4833,479,2004-12-28,Anchor,True
15910,Geisha: The Life  the Voices  the Art,Jodi Cobb,3.9,037570180X,9780375701801,eng,128,0.0,188,12,1998-10-27,Knopf,False
15923,True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,312982860,9780312982867,eng,432,0.0,237,14,2002-04-15,Minotaur Books,True
15924,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,446698466,9780446698467,eng,204,0.0,68379,3083,2006-09-05,Grand Central Publishing,True
15925,The Guardian,Nicholas Sparks,4.15,446696110,9780446696111,eng,400,0.0,148042,4193,2005-04-01,Grand Central Publishing,False
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills,3.57,1561706604,9781561706600,eng,175,0.0,253,21,2003-06-01,Hay House,False
15931,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,553816713,9780553816716,eng,214,0.0,1090603,15272,2004-07-05,Bantam,True
15956,True Believer,Nicholas Sparks,3.8,446532436,9780446532433,eng,322,0.0,896,77,2009-07-01,Warner Books,False
15957,The Patron Saint of Liars,Ann Patchett,3.8,1841150509,9781841150505,eng,352,0.0,25342,2493,2003-04-01,HarperCollins Publishers,False
15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,452265819,9780452265813,eng,416,0.0,2690,133,1991-03-30,Plume,False
15966,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,156030276,9780156030274,eng,275,0.0,1009,109,2007-01-15,Mariner Books,False
15967,The Falls,Joyce Carol Oates,3.58,60722290,9780060722296,eng,512,0.0,8278,748,2005-08-02,Harper Perennial,False
15971,The Assignation: Stories,Joyce Carol Oates,3.8,880014407,9780880014403,eng,208,0.0,337,23,1996-08-01,PerfectBound,False
15972,The Gravedigger's Daughter,Joyce Carol Oates,3.55,61236829,9780061236822,eng,582,0.0,7518,860,2007-05-29,Ecco,False
15973,Middle Age: A Romance,Joyce Carol Oates,3.58,60934905,9780060934903,eng,480,0.0,1650,199,2002-10-01,Ecco,False
15974,Black Water,Joyce Carol Oates,3.54,452269865,9780452269866,eng,160,0.0,5513,484,1993-05-01,Plume,False
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,151015317,9780151015313,eng,229,0.0,778,122,2007-08-06,Houghton Mifflin Harcourt,False
15981,A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates,3.84,812968344,9780812968347,eng,406,0.0,1448,138,2003-04-22,Modern Library,True
15997,Paradise Lost,John Milton,3.82,140424393,9780140424393,eng,453,0.0,113473,2598,2003-02-27,Penguin Classics,False
16004,Paradise Lost,John Milton,3.82,019280619X,9780192806192,eng,374,0.0,269,29,2005-09-15,Oxford University Press,False
16005,Paradise Lost,John Milton,3.82,393924289,9780393924282,eng,590,0.0,1909,120,2004-12-15,W. W. Norton & Company,False
16006,Paradise (Second Opportunities  #1),Judith McNaught,4.31,743474163,9780743474160,eng,709,0.0,27430,1132,2003-07-01,Pocket Books,True
16007,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,1400049474,9781400049479,eng,288,0.0,1776,282,2003-08-05,Broadway Books,False
16014,Milton's Paradise Lost,John Milton,3.82,1841932515,9781841932514,eng,384,0.0,118,10,2008-08-14,Booksales,False
16021,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,1425910394,9781425910396,eng,272,0.0,33,7,2006-02-14,Authorhouse,False
16033,Mary Queen of Scotland and The Isles,Margaret George,4.05,312155859,9780312155858,eng,870,0.0,11523,507,1997-04-15,St. Martin's Griffin,False
16035,When the Elephants Dance,Tess Uriza Holthe,4.03,142002887,9780142002889,eng,368,0.0,2627,382,2003-06-24,Penguin Books,False
16047,A Thread of Grace,Mary Doria Russell,4.02,449004139,9780449004135,eng,442,0.0,11782,1332,2005-12-06,Ballantine Books,False
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,375758623,9780375758621,eng,281,0.0,4151,521,2002-03-12,Random House Trade,False
16059,The Dive From Clausen's Pier,Ann Packer,3.42,375727132,9780375727139,eng,432,0.0,19844,1747,2003-04-08,Vintage,False
16063,The Dive from Clausen's Pier,Ann Packer,3.42,749933631,9780749933630,eng,368,0.0,60,8,2003-03-27,Piatkus,False
16074,A Dubious Codicil,Michael Wharton,3.25,701130644,9780701130640,eng,224,0.0,3,0,1991-03-15,Random House UK Distribution,False
16076,The Awakening and Selected Stories,Kate Chopin,3.92,743487672,9780743487672,eng,296,0.0,9459,194,2004-07-01,Simon  Schuster,False
16077,Complete Novels and Stories,Kate Chopin,4.28,1931082219,9781931082211,eng,1075,0.0,506,24,2002-09-30,Library of America,False
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,1842931539,9781842931530,eng,246,0.0,47,11,2005-10-10,Watkins Publishing,False
16091,Grendel: Devil by the Deed,Matt Wagner,4.08,159307736X,9781593077365,eng,48,0.0,539,29,2007-03-27,Dark Horse Comics,False
16111,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,226677184,9780226677187,eng,793,0.0,1145,77,1995-05-31,University of Chicago Press,True
16112,Anthony Powell: A Life,Michael   Barber,3.72,1585677108,9781585677108,eng,352,0.0,39,8,2005-12-27,Harry N. Abrams,False
16113,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,226677141,9780226677149,eng,718,0.0,3817,271,1995-05-31,University of Chicago Press,True
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,226677176,9780226677170,eng,715,0.0,1289,83,1995-05-31,University of Chicago Press,True
16115,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,226677168,9780226677163,eng,722,0.0,1237,87,1995-06-15,University of Chicago Press,True
16121,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,1400077303,9781400077304,eng,832,0.0,15971,812,2004-03-30,Vintage,False
16130,Alexander Hamilton,Ron Chernow,4.23,143034758,9780143034759,eng,818,0.0,97099,6149,2005-03-29,Penguin Books,False
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,802138292,9780802138293,eng,812,0.0,5110,281,2001-09-20,Grove Press,False
16141,Ego and Hubris: The Michael Malice Story,Harvey Pekar,3.67,345479394,9780345479396,eng,160,0.0,390,57,2006-04-11,Ballantine Books,False
16148,Empire of the Senseless,Kathy Acker,3.49,802131794,9780802131799,eng,240,0.0,1487,78,1994-01-13,Grove Press,False
16151,Great Expectations,Kathy Acker,3.59,802131557,9780802131553,eng,128,0.0,740,38,1994-01-18,Grove Press,False
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,1400096197,9781400096190,eng,464,0.0,2944,499,2005-07-12,Anchor,False
16175,Queen of the Scene,Queen Latifah,4.06,60778563,9780060778569,eng,32,0.0,94,18,2006-09-26,HarperCollins,False
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,60556579,9780060556570,eng,405,0.0,13491,506,2003-04-29,Harper Perennial (HarperCollins),False
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,060980877X,9780609808771,eng,288,0.0,1958,142,2003-01-07,Three Rivers Press (CA),False
16178,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,618683070,9780618683079,eng,275,0.0,25441,2241,2006-05-22,Houghton Mifflin,True
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,60846739,9780060846732,eng,336,0.0,3808,315,2006-04-11,William Morrow,False
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,743272501,9780743272506,eng,518,0.0,68763,3394,2006-12-05,Atria Books,True
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,743272498,9780743272490,eng,390,0.0,136931,3915,2006-09-06,Washington Square Press,True
16182,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,743249305,9780743249300,eng,624,0.0,9643,451,2003-07-02,Washington Square Press,True
16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,743269268,9780743269261,eng,441,0.0,43749,1967,2005-09-07,Washington Square Press,True
16184,Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,743272536,9780743272537,eng,661,0.0,4469,272,2006-04-05,Washington Square Press,True
16185,The Wise Woman,Philippa Gregory,3.32,6514642,9780006514640,eng,640,0.0,6774,529,2002-02-01,HarperCollins Publishers,False
16186,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,743249313,9780743249317,eng,569,0.0,8842,380,2003-07-02,Washington Square Press,True
16187,The Little House,Philippa Gregory,3.68,6496431,9780006496434,eng,368,0.0,1910,237,1998-02-01,HarperCollins Publishers,False
16188,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,743249291,9780743249294,eng,656,0.0,18944,1547,2003-07-02,Washington Square Press,True
16192,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,807071277,9780807071274,eng,214,0.0,2543,141,2002-09-05,Beacon Press,False
16193,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,60921080,9780060921088,eng,341,0.0,732,25,1991-10-23,Harper Perennial,False
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,385722435,9780385722438,eng,208,0.0,23926,4356,2002-09-17,Anchor,False
16205,Daisy Miller and Other Stories,Henry James,3.52,192835432,9780192835437,eng,352,0.0,558,40,1998-11-19,Oxford University Press,False
16208,The Turn of the Screw/Daisy Miller,Henry James,3.61,440391547,9780440391548,eng,192,0.0,959,55,2054-08-01,Laurel,False
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,385495226,9780385495226,eng,352,0.0,85408,4334,1999-06-15,Anchor Books,False
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,552143030,9780552143035,eng,384,0.0,163,26,1995-08-01,Corgi,False
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,520251741,9780520251748,eng,267,0.0,12,2,2007-03-19,University of California Press,False
16229,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,1584850558,9781584850557,eng,128,0.0,170,5,2001-12-31,American Girl Publishing Inc,True
16230,Homeless (Wild at Heart  #2),Laurie Halse Anderson,4.06,1584850450,9781584850458,eng,126,0.0,415,32,2000-06-29,American Girl Publishing Inc,True
16234,Hear the Wind Blow,Mary Downing Hahn,4.07,618181903,9780618181902,eng,224,0.0,266,45,2003-05-19,Clarion Books,False
16243,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,316010707,9780316010702,eng,389,0.0,67271,5246,2005-10-17,Back Bay Books,True
16245,Three Case Histories,Sigmund Freud,3.9,684829452,9780684829456,eng,282,0.0,622,21,1996-11-01,Touchstone,False
16267,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,60761350,9780060761356,eng,277,0.0,583,82,2007-06-12,Harper,True
16268,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,60166495,9780060166496,eng,720,0.0,514,11,1991-11-26,Harper,True
16271,The Intuitionist,Colson Whitehead,3.68,385493002,9780385493000,eng,255,0.0,7473,903,1999-01-04,Anchor Books,False
16276,John Henry Days,Colson Whitehead,3.65,385498209,9780385498203,eng,400,0.0,1940,186,2002-05-14,Anchor,False
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,465083617,9780465083619,eng,320,0.0,9845,703,2003-01-17,Basic Books,False
16285,The Custard Kid (Black Cats),Terry Deary,4.4,713659890,9780713659894,eng,62,0.0,5,0,2001-10-31,A & C Black (Childrens books),False
16286,The Magus,John Fowles,4.05,316296198,9780316296199,eng,656,0.0,38247,1915,2001-01-04,Back Bay Books,False
